StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1,Q7_2,Q8_1,Q8_2,Q9_1,Q9_2,Q10_1,Q10_2,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q28
23/01/2021 23:32,24/01/2021 1:33,IP Address,100,7239,TRUE,24/01/2021 1:33,R_z2LiIRctQUoSvHX,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),acceptable,somewhat acceptable,acceptable,somewhat not acceptable,acceptable,acceptable,acceptable,somewhat not acceptable,acceptable,not acceptable,acceptable,somewhat acceptable,agree,agree,neutral,agree,disagree,somewhat disagree,neutral,agree,neutral,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(A) an 80% chance of getting 2€ and a 20% chance of getting 1.60€,(A) a 90% chance of getting 2€ and a 10% chance of getting 1.60€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Australia,Master / diploma,Self-Employed,"more than 5,000 Euro"
24/01/2021 1:41,24/01/2021 1:53,IP Address,100,719,TRUE,24/01/2021 1:53,R_334mmdcSXiOlQlU,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,totally acceptable,acceptable,somewhat acceptable,somewhat acceptable,somewhat not acceptable,somewhat acceptable,somewhat acceptable,acceptable,acceptable,acceptable,acceptable,agree,neutral,agree,agree,disagree,somewhat agree,neutral,somewhat agree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,21-34,Germany,Bachelor,Student,"more than 5,000 Euro"
24/01/2021 1:36,24/01/2021 2:01,IP Address,100,1464,TRUE,24/01/2021 2:01,R_2DNYfjAwgJoy5Im,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,somewhat not acceptable,somewhat not acceptable,acceptable,not acceptable,acceptable,acceptable,somewhat not acceptable,acceptable,not acceptable,totally acceptable,not at all acceptable,somewhat agree,agree,agree,agree,disagree,somewhat agree,agree,Don't know,somewhat disagree,(B) a 10% chance of getting 3.85€ and a 90% chance of getting 0.10€,(B) a 20% chance of getting 3.85€ and a 80% chance of getting 0.10€,(B) a 30% chance of getting 3.85€ and a 70% chance of getting 0.10€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,65+,Sweden,Bachelor,Retired,"2,601 - 3,600 Euro"
24/01/2021 2:05,24/01/2021 2:13,IP Address,100,484,TRUE,24/01/2021 2:13,R_3qsyx2n5l9qIegu,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",somewhat acceptable,neutral,acceptable,not acceptable,not at all acceptable,not at all acceptable,neutral,not at all acceptable,totally acceptable,somewhat acceptable,neutral,not acceptable,strongly disagree,strongly agree,somewhat agree,somewhat agree,somewhat disagree,somewhat disagree,disagree,neutral,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Australia,Bachelor,Employed,"more than 5,000 Euro"
24/01/2021 3:26,24/01/2021 3:40,IP Address,100,866,TRUE,24/01/2021 3:40,R_2uZZGPQArY6ra4d,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),totally acceptable,totally acceptable,totally acceptable,totally acceptable,totally acceptable,totally acceptable,totally acceptable,totally acceptable,totally acceptable,somewhat acceptable,somewhat acceptable,somewhat acceptable,disagree,agree,agree,somewhat agree,somewhat disagree,somewhat agree,agree,agree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(A) an 80% chance of getting 2€ and a 20% chance of getting 1.60€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Australia,Master / diploma,Employed,"1,701 - 2,600 Euro"
24/01/2021 3:32,24/01/2021 3:42,IP Address,100,614,TRUE,24/01/2021 3:42,R_2QzUgZ1B6mMBxba,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),totally acceptable,somewhat acceptable,acceptable,somewhat acceptable,somewhat acceptable,somewhat acceptable,totally acceptable,not acceptable,somewhat acceptable,acceptable,somewhat acceptable,not acceptable,somewhat agree,somewhat agree,somewhat agree,strongly agree,Don't know,somewhat agree,strongly agree,strongly agree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,21-34,Germany,Apprenticeship,Student,"3,601 - 5,000 Euro"
24/01/2021 3:43,24/01/2021 3:50,IP Address,100,445,TRUE,24/01/2021 3:50,R_BG54gFq1TAvlMUp,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,somewhat acceptable,totally acceptable,not at all acceptable,acceptable,somewhat acceptable,acceptable,somewhat acceptable,acceptable,acceptable,acceptable,not acceptable,somewhat agree,somewhat agree,somewhat disagree,somewhat agree,somewhat agree,somewhat agree,agree,strongly agree,somewhat disagree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,45-54,Germany,Master / diploma,Employed,"more than 5,000 Euro"
24/01/2021 3:44,24/01/2021 3:53,IP Address,100,512,TRUE,24/01/2021 3:53,R_1LInrprp2LhJZXo,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),totally acceptable,somewhat acceptable,totally acceptable,not at all acceptable,acceptable,not at all acceptable,totally acceptable,not at all acceptable,acceptable,somewhat acceptable,totally acceptable,not acceptable,strongly disagree,somewhat disagree,somewhat disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Australia,"Upper secondary school-leaving certificate (Abitur, Fach-/Hochschulreife)",Employed,"more than 5,000 Euro"
24/01/2021 3:47,24/01/2021 3:53,IP Address,100,342,TRUE,24/01/2021 3:53,R_1GPnZI1w9bYy8FB,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",somewhat acceptable,acceptable,totally acceptable,not at all acceptable,totally acceptable,neutral,totally acceptable,not acceptable,totally acceptable,neutral,totally acceptable,not at all acceptable,agree,somewhat agree,agree,somewhat agree,neutral,neutral,somewhat agree,somewhat agree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,45-54,Australia,Bachelor,Employed,"more than 5,000 Euro"
24/01/2021 4:26,24/01/2021 4:37,IP Address,100,653,TRUE,24/01/2021 4:37,R_Rae0dZ0Cg0AqEi5,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",somewhat not acceptable,not at all acceptable,somewhat acceptable,not acceptable,totally acceptable,somewhat not acceptable,totally acceptable,somewhat not acceptable,neutral,not acceptable,acceptable,somewhat not acceptable,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,strongly agree,somewhat agree,somewhat disagree,(B) a 10% chance of getting 3.85€ and a 90% chance of getting 0.10€,(B) a 20% chance of getting 3.85€ and a 80% chance of getting 0.10€,(B) a 30% chance of getting 3.85€ and a 70% chance of getting 0.10€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(A) an 80% chance of getting 2€ and a 20% chance of getting 1.60€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Germany,Master / diploma,Employed,"2,601 - 3,600 Euro"
24/01/2021 4:36,24/01/2021 4:43,IP Address,100,412,TRUE,24/01/2021 4:43,R_08H17JVrdjLVkiZ,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,neutral,acceptable,not acceptable,acceptable,somewhat acceptable,acceptable,neutral,acceptable,acceptable,acceptable,acceptable,somewhat agree,somewhat agree,somewhat agree,somewhat agree,neutral,somewhat agree,somewhat agree,somewhat agree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,21-34,Australia,Bachelor,Employed,"more than 5,000 Euro"
24/01/2021 4:59,24/01/2021 5:05,IP Address,100,379,TRUE,24/01/2021 5:05,R_ZEuJvT7vLEkBweR,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,somewhat acceptable,totally acceptable,somewhat acceptable,acceptable,somewhat acceptable,totally acceptable,somewhat not acceptable,acceptable,acceptable,acceptable,somewhat acceptable,strongly disagree,somewhat agree,somewhat disagree,somewhat agree,strongly agree,Don't know,disagree,neutral,somewhat disagree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,United Kingdom,Bachelor,Self-Employed,"more than 5,000 Euro"
